Pertinence	Question	Reponse
OUI	Bonjour Je dois changer des Vitres pour mon Hangard  elles font 1.71m x 0.61m   ep: 4mm  j'en ai plusieurs de cassé tout d'abord  j'hesistais de mettre du Plexiglass ou vitre en matiere plastique Traité UV  mais cela coute aussi cher que des Vitres en Verre qu'en pensez vous? je suis a la recherche dans le poitou charentes ou enseigne en Ligne   d'achat de vitre en verre et ou de vitre en Plexiglass traité UV Merci d'avances de vos conseils et avis	Bonsoir , allez voir dans les miroiteries du coin pour le verre, ça ne devrait pas être le même prix que chez Casto. Cordialement 1
OUI	Bonjour, Nous avons acheté une maison dans lequel un rail était installé pour accueillir, probablement des panneaux. Cependant impossible de savoir quel type de panneau nous pouvons installer (stores / japonais etc...) dans le sens où meme en magasin, ils ne connaissent pas ce type de rail. La maison date de 2000... ca doit pas être très vieux pourtant. Quelqu'un sait ? Merci !! http://img15.hostingpics.net/pics/715953IMG201602121637351.jpg http://img15.hostingpics.net/pics/269455IMG20160212163811.jpg	Vraiment sympa oui Sinon c'était donc bien ca ! Merci à vous 1
OUI	Bonjour, Je change de cuisine et souhaite retirer mon carrelage qui sera remplacé par de la peinture blanche . J'ai lu attentivement les différents sujets sur ce forum à ce propos et le résultat que j'ai obtenu n'est pas abouti... J'ai donc retiré les carreaux et sur les photos vous constaterez les dégâts donc j'ai attaqué le rebouchage à l'aide du plâtre est là aussi c'est laborieux (voir photo) bosses nombreuses, craquelé... Que me conseillez-vous : poursuivre ? (Conseil pour réussir rebouchage/lissage) Couper tout le BA13 (alvéolé sur une part, doublé de polystyrène sur une autre) et le remplacer ? (marche à suivre, surtout pour réussir les angles) Merci d'avance pour votre aide.	Et replaquer par dessus, ce n'est pas possible? Notre maison passive massive ici ou ici 1
OUI	Bonjour, J'aurais besoin de quelques conseils. Je veux réaliser une sphère ( diamètre 60 cm) en béton que je vais couler dans un moule  en plâtre si cela est possible. Mon idée : je réalise un moule en plâtre  sans doute en deux parties pour couler une sphère. Dans le moule à réaliser la sphère est un ballon de gymnastique que je place à l'intérieur d'une caisse en bois. Je peux faire le coulage en une seule fois car j'ai la possibilité de laisser un passage cylindrique d'un diamètre de 150 à 200 qui me permettra de couler la sphère en béton mais aussi de retirer le ballon une fois le moule fini. En coulant en une seule partie, le moule est  bien sûr perdu. En deux parties cela me semble possible mais j'avoue que je ne sais rien de la solidité du moule et donc de la possibilité de le réutiliser. Mes questions : le coulage du plâtre va me poser des difficultés car je dois attendre un peu que le plâtre prenne pour éviter au ballon de remonter ( poussée d'Archimède ) c'est pour cette raison que je ne pense pas possible de  faire le moule en béton. Une fois le moule réalisé, pour retirer le ballon de gymnastique, il faudra sans doute que je mette sur la surface du ballon un produit pour qu'il se décolle facilement du plâtre ? J'aurai d'autres questions. Mais il me faudra sans doute donner des précisions aux explications que je viens fournir. Cordialement.	Et une deuxieme de couler et de demouler, resultat  super comme la premiere, on peux donc les faire a la chaine sans soucis. . Tous mes amis qui passent a la maison en veulent. 3 2
OUI	Bonjour, J'ai une dalle beton entre le RdC et le 1er etage sur laquelle je souhaite installer un plancher bois (j'aime bien les vrais planchers et pas trop les solutions à clipser, coller, etc). Sur cette zone seront installés des chambres, une SdB avec un lave linge et un WC. J'envisage la solution suivante : - chevrons 75 x100 - plancher bois vissé directement sur les chevrons. Le 75x100 peut paraitre exagéré mais ca me permettra de passer les fluides dessous (gaines electriques, évacuation de SdB en 40 mm...). Ma grande question est : quand on achete des chevrons, ils ne sont en general pas secs et bruts de sciage. J'ai peur que meme en calant, la surface ne soit pas plane et que je galère ensuite pour poser le plancher vissé dessus (ca serait pareil si je mettais un OSB d'ailleurs). Faut il donc envisager de raboter les chevrons sur au moins une face. J'ai une piece de 5 x10 m. ca ferait un paquet de metres à raboter !!). Quel entraxe prevoir entre les chevrons ? J'envisageais 40 cm. 2eme question bonus : visser direct sur chevrons; est ce une fausse bonne idee ? Merci d'avance de vos conseils. Eric	Bonjour, Passer directement par une scierie et demander des chevrons rabotés à moins de 12% d'humidité. Ils vous factureront le séchage si ils n'en ont pas en stock. Pour la pose, pose flottante des chevrons sur la dalles, sur une sous couche. Il en existe plusieurs sortes, demandez conseil auprès de Steico par exemple. Par contre un parquet/plancher, se cloue, pas de vissage, sauf dans le cas de dalles Osb ou ctbh. Blogboisphile : la bible pour toute utilisation de bois en construction : MOB, plancher, parquet. 1
NON	Bonjour J'aimerais avoir vos retour dexpérience sur le nettoyeur HP LAVOR RISE HR 145. Il y a une offre à CORA à 89 avec nettoyeur terrasse rotative, lance turbo, lance haute/basse pression et petite brosse rotative... 450 litres/heure - 2100 w J'ai du mal à trouver des retours dexpériences sur internet, donc je fais appel à vous pour savoir si je dois me laisser séduire ou non? D'avance merci	Bonjour. moi je mettrais un morceau de plan de travail ou bien un bout de planche melamine. En dessous un porte serviette sur glissière ou bien des casiers à bouteille. 1
NON	Bonjour à tous, quel sont les fixations , vis et chevilles que vous conseillez pour la brique rouges? et lesquelles dans les mur pleins? y-t-il des vis et chevilles spéciales pour les pièces d'eau, je pense à la salle de bain? merci,	Talzatior le kit est bon (lxt211) apres faut voir l'utilité d'avoir 3 batteries... Blueskies la visseuse a choc est super precise avec le variateur de vitesse meme si elle n'est pas vraiment fait pour ça. @ + 1 1
NON	"Bonjour à tous, Le sujet à déja été abordé maintes fois mais comme chaque cas  est différent (exigences, budget...), je me permet d'ouvrir un nouveau sujet. Je cherche à m'équiper d'une visseuse sans fil pour effectuer les différents travaux d'aménagement de notre future maison... Je m'en servirai ""intensément"" pendant plusieurs mois (vissage/perçage placo, bois, peut-etre quelques perçage dans parpaing ...) puis pour du bricolage ponctuel par la suite. Devant la multitude de possibilité je ne sais que choisir même si mon buget permet de faire un bon tri déja . Je compte entre 150 et 200 grand max. Donc d'après vous: Pour ce type de travaux, 14.4 ou 18V? Batterie 1.5, 2 ou 3Ah pour un bon compromis poid/efficacité? Merci pour votre aide"	La meuleuse est un outil dangereux, utile mais dangereux Dix sept points de suture sur la main gauche, j ai eu de la chance. Les disques ont une date sur l anneau central. Ils se degradent avec le temps et deviennent cassants. J ai eu du bol une fois, un vieux disque dans une boite de rangement, il a eclaté, je n ai rien pris, la protection sur la machine a bien fait son taf, mais un eclat a traverser le placo..... Depuis je me mefie, et surtout il faut changer les disques frequemment. Un disque usé perd en diametre et chauffe donc considerablement plus Des cisailles pour le placo c est bien plus sur a utiliser Scie sauteuse sur batterie tres bien. Cet outil ne fait rien dans un atelier, il sert un peu en dernier recours sur chantier Effectivement, pour une coupe pas trop deguelasse, on coupe en dessous, ou au moins, on decoupe la piece a l envers et de preference on met un scotch resistant sur le trace de coupe pour limiter les eclats. Mais ca reste mediocre Un outil multitool pas cher, ca sert peu, mais ca peut sauver une situation compliquée ou l acces est delicat. Un premier prix ira tres bien, c est un usage tres occassionel, mais ca peut sauver d une galere Aspirateur, un engin qui a un filtre de decolmatage c est utile quand on va poncer par exemple. Le fait que cette machine ait une prise asservie est tres pratique. pour la menuiserie j ai une midi de Festool, tres bien, mais tres cher. J ai aussi un machin Leroy Merlin pour le reste, c est bruyant, les filtres sont peu efficaces, mais ca suffit pour nettoyer un chantier Sinon, tu vas acheter pas mal de matos et te lancer dans un gros chantier. ATTENTION a la securite. On peut se blesser salement tres vite. Des chaussures costaud, a semelle tres epaisses et qui tiennent bien la cheville sont indispensables. Les gants sont utiles des que l on manipule des fourrures de placo je pense. Les lunettes de protection indispensables quand on meule, probleme, elles se salissent tres vite et du coup, on ne les met pas. Mais ca reste vraiment necessaire Attention en particulier aux escabeaux ou beaucoup utilisent un machin domestique en alu. Pas une bonne idee. J utilise un escabeau en acier, avec des marches larges. Ca pese un ane, mais les ecabeaux domestiques sont souvent tres limités en poids acceptable, genre 120 kilo, voir moins pour certains. Donc attention a ce point 3
NON	Bonjour. Mes vacances au ski étant annulées, je vais pouvoir consacrer ma semaine de congés à mon chantier. Mais quand est-il des fournisseurs de matériaux ? J'ai bien compris que seuls les magasins de première nécessité seraient ouverts, mais pour ce qui est des fournisseurs de matériel pour l'industrie et le BTP, est-ce qu'ils vont fermer aussi ?, mettant au chômage tous les travailleurs ? Est-ce qu'ils sont considérés comme des commerces, ou pas ? BigMat, PointP, Richardson, Rexel, Prolians,... J'imagine que les GSB seront concernées par contre.	"Bonjour, Pour les matériaux creux, des chevilles pour matériaux creux. Pour les briques pleines, des chevilles pour matériaux plein. Pour les briques rouges, les mêmes que pour les briques orange. Dans la salle de bain ... et bien il faut des vis inox A4 au moins Désolé mais tes questions sont un petit peu ""ridicules"". Si encore tu avais précisé quel type d'effort ça devais supporter (arrachement, cisaillement ...), elles auraient pu avoir un sens. NB: n'y vois aucune méchanceté, juste une petite boutade récréative. 1"
NON	Bonjour a tous Je voulais avoir un avis pour une perceuse visseuse a 100 maximum, je n'ai pas besoin de percussion car j'ai un perforateur, donc vous pouvez me conseillez quoi, ca serais bien qu'elle est un mandrin de 13mm mais bon c'est optionnelle J'attend vos propositions.	Tiens voila le lien http://www.youtube.com/watch?v=2lQPYHXock8 2
NON	Bonjour, Je possède une vieille ferme en pierre du pays qui a été rénovée (je n'ai pas effectué moi-même la rénovation). A premier étage, c'est toujours le vieux plancher mais en bon état. Tous les ans, dès que les beaux jours reviennent (fin mars, début avril), on sent une odeur de plantes dans certaines pièces. Honnêtement, ça ressemble un peu au cannabis... Inutile de préciser que non, on a pas de plantation Impossible de savoir si ça vient du toit ou du plancher. Dans ces pièces, on a pas accès au toit sans casser le plaffonnage. Au bout d'un mois ou deux, l'odeur disparait totalement jusqu'à l'année suivante. On dirait une floraison... Aucune trace d'humidité, au contraire, les pièces sont fort sèches. Les murs et le sol sont en parfait état. Avez-vous déjà rencontré ce problème ? Doit-on plutôt arracher le plancher ou les tuiles du toit pour trouver la cause ? Est-ce toxique ? On a des souris de temps en temps, mais ça ne pue pas la charogne, ça sent vraiment le végétal. Mais pas pourri. Merci d'avance pour vos conseils.	Bonsoir , une caisse à outils se constitue en général au fil du temps , en fonction des besoins et en fonction des personnes. Cordialement 1
NON	Bonjour, Je viens de poser un évier mais il existe un espace d'environ 17 cm entre l'évier et le mur. A votre avis, que pourrais-je faire pour combler cet espace ? (afin d'éviter les projections d'eau par exemple) Merci d'avance pour votre aide et vos avis ! Jack7576	"Oui oui, c'est bien ce que je dis personne ne veut respecter le confinement parce que tout le monde à un ""mais moi je..."" à sortir donc personne ne va le respecter parce qu'un france on est toujours plus fort et plus intelligent que les autres, et quand on comptera les morts à la fin, les mêmes viendront critiquer le manque d'action des autres et surtout sans remettre en question ses propre choix ""To do is to be"" - Nietzsche ""To be is to do"" - Kant ""Do be do be do"" - Sinatra 8"
NON	"Bonjour tout le monde !! Tout est dans le titre. Je vais m'equiper et souhaiterais eviter les depenses inutiles. J'ai lu ci et la que les acquereurs de visseuse a choc avait mis au placard leur visseuse ""normale"" et ne jurais plus que par leur visseuse a choc... Qu'en pensez-vous ? La visseuse a choc remplace-t-elle completement la visseuse classique ou alors est-il toujours bien d'avoir une visseuse classique dans sa caisse a outils ?? Merci a vous par avance !!"	"Pour les wc regardez reuter shop et cps pu envore skybad. Pour le carrelage si vous avez du cash allez voir un artisant et au pire ""normal"" compté pour la pose 45euro le m2 et n'hésitez pas a lui demander chez quel revendeur il est associé et si il est ok pour vous faire profiter de ses tarifs si vous faites affaires avec lui.. Après  d'après  notre constructeur ce qu'il propose est du haut de gamme. Mais en fait c'est  du haut de gamme en 33x33 ... nous avons pour moins cher du haut de gamme en 60x60... 1"
NON	"Bonjour combien de briques creuses 10 et de briques creuses 15 puis-je fabriquer avec 50 kg de ciment? Combien de briques pleines 10 et de briques pleines 15 puis-je fabriquer avec 50 kg de ciment? Combien d'ourdis français 10 et d'ourdis français 15 puis-je fabriquer avec 50 kg de ciment? Combien d'ourdis américains 10 et d'ourdis américains 15 puis-je fabriquer avec 50 kg de ciment? Combien de claustra ""boîte à lettre"" puis-je fabriquer avec 50 kg de ciment? Vraiment je compte sur vous car je n'y connais rien. Merci. Vinke31."	Bonsoir les coupeurs de tiges, Ici j'ai fait des fagots d'une vingtaine de tiges solidement fixés avec du scotch renforcé. On trace et en un coup de disqueuse (1 minute) on a deja 20 longueurs... Un rapide coup de disqueuse a 45 degrés (tige qu'on fait rouler a plat de la main gauche, en appuyant doucement a 45° la disqueuse de la main droite. Hyper rapide. Ca c'était avant. Après j'ai acheté le coupe rail et fourrures edma dont quelqu'un parle plus haut, avec le coupe tige fileté intégré. Avec la butée ca prend 5 secondes par longueur c'est franchement top et sans bavure. Ca c'était avant d'avoir fini. Maintenant que j'ai fini, la prochaine fois je prendrais des suspentes sequables pour ne pas me faire c... Suer 3 1
NON	Bonjour, Je voudrais remplacer un vieux sol en terre cuite (trop abîmé). A certains endroits il y a de légères remontées d'humidité suivant le temps qu'il fait, les tomettes sont posées sur la terre battue avec un lit de chaux. Un maçon me conseille de recouvrir d'un polyane et de couler une chape. J'ai peur que l'humidité remonte dans les murs et que le doublage en placo moisisse. Le problème aussi est que je ne peux pas retirer les tomettes en périphérie de la pièce car elles soutiennent le placo. J'avais envisagé de couler une chape à la chaux et de reposer des terres cuites neuves par dessus ... Qu'en pensez-vous ? Quelle serait selon vous la meilleure solution?	Et une deuxieme de couler et de demouler, resultat  super comme la premiere, on peux donc les faire a la chaine sans soucis. . Tous mes amis qui passent a la maison en veulent. 3 2
NON	Bonjour, Je suis en train d'acquérir un bien qui nécessite une rénovation complète. Je compte effectuer par moi l' isolation + tirer les câbles électriques (avec vérification d'un ami électricien par la suite) + plomberie (vérification d'un plombier par la suite). Je me suis fait une liste des outils à acheter que vous pouvez retrouver ici : Perceuse / Visseuse Scie sabre scie sauteuse Meuleuse (sur secteur) Perforateur (sur secteur) Malaxeur Laser Aspirateur (sur secteur) scie crocodile Je pensais m'orienter vers la marque Makita qui me semble pas mal du tout. Qu'en pensez-vous ? Ai-je oublié quelque chose ? Je pensais également prendre le Malaxeur de chez Einhell. Il y va de soit que je compte également me procurer le matériel qui va avec (mèches, foret, douilles...). Cordialement	En cherchant un peu, j'ai vu qu'il fallait éviter les entrées de gamme BOSH, Black & Decker, Ryobi...j'ai trouvé sur le NET une promotion pour une HITACHI 14.4 avec deux batteries de 3 Ah pour 150 de mémoire. Pas d'accord pour Bosch. Même le Bosch vert (grand public) est de qualité très correct avec des prix corrects. Pour ma part c'est Bosch Pro (bleu) pour les outils que j'utilise intensément (visseuse, perfo) et Bosch vert pour les autres (disqueuse, scie circulaire, ...), jamais été déçu! @+ 1
NON	Bonjour, Je dois couper des tiges filetées pour notre faux plafond. Le problème cest que je dois en faire A peu près 700. Jai testé à la disqueuse mais ça prend beaucoup de temps car il faut faire pas mal de manipulations notamment pour ébarber. Avez-vous des techniques ou des outils pour cela ? Merci	"Bonsoir, j'en dis que Festool c'est très bon, dans le début du haut de gamme. Makita reste une valeur sûre et souvent en rapport qualité/prix très compétitif. Bosch (bleu: gamme pro) c'était top dans le temps, maintenant une partie de qualité a foutue l'quand mais reste tjrs le prix. Expérience d'une 15ène d'année dans la famille (menuiserie charpente) en sans-fil, même si la grosse filaire est jamais bien loin quand faut astiquer de la grosse vis en Ø 8. De la visseuse à choc (ou boulonneuse): s'pas pour visser de la vis à bois hein, du tirefond oui avec une douille (ou pour de la mécanique auto mais que 16kgs de couple c'est ""quedalle"") Prends du couple, genre avec ça http://www.debonix.fr/perceuse-visseuse-a-batterie-18v-4ah-makita-ddf458rmj.html tu visseras tout ce qui se fait en vis à bois de 6mm, même si ça y'aime pas trop les 200-250 en série... faut y'aller tranquille pour dire de pas trop y faire chauffer, et un avant-trou est souvent le bienvenu surtout si bois dur ou quand y'a un noeud (et tôt ou tard tu vas y mettre des scie-cloches alors faut du couple) En tête de vis prends tout en TX (torx), les cruci ou pozi c'est la me**e faut appuyer comme un con quand ça force. 1"
NON	Bonjour, je voudrai acheter un télémètre laser, budget 150 euros maxi. Quel modèle me conseillez-vous? Merci.	Bonsoir, La couleur noire c'est simplement une couche de calamine du au laminage, les aciers ne sont pas peints. 2
NON	Bonjour J'ai acheté un garde corps en kit, j'ai des tubes inox de 10mm de diamètre à couper pour les mettre à la bonne longueur. Comment réaliser une coupe propre ? J'ai peur que la scie à métaux peine sur de l'inox. Merci d'avance, Frédéric	Chez Auchan on achète ses conserves, pas son matériel de bricolage ! Arrêtez de ne vous arrêter qu'au prix 1
OUI	Bonjour J'aimerais avoir vos retour dexpérience sur le nettoyeur HP LAVOR RISE HR 145. Il y a une offre à CORA à 89 avec nettoyeur terrasse rotative, lance turbo, lance haute/basse pression et petite brosse rotative... 450 litres/heure - 2100 w J'ai du mal à trouver des retours dexpériences sur internet, donc je fais appel à vous pour savoir si je dois me laisser séduire ou non? D'avance merci	Chez Auchan on achète ses conserves, pas son matériel de bricolage ! Arrêtez de ne vous arrêter qu'au prix 1
OUI	Bonjour à tous, quel sont les fixations , vis et chevilles que vous conseillez pour la brique rouges? et lesquelles dans les mur pleins? y-t-il des vis et chevilles spéciales pour les pièces d'eau, je pense à la salle de bain? merci,	"Bonjour, Pour les matériaux creux, des chevilles pour matériaux creux. Pour les briques pleines, des chevilles pour matériaux plein. Pour les briques rouges, les mêmes que pour les briques orange. Dans la salle de bain ... et bien il faut des vis inox A4 au moins Désolé mais tes questions sont un petit peu ""ridicules"". Si encore tu avais précisé quel type d'effort ça devais supporter (arrachement, cisaillement ...), elles auraient pu avoir un sens. NB: n'y vois aucune méchanceté, juste une petite boutade récréative. 1"
OUI	"Bonjour à tous, Le sujet à déja été abordé maintes fois mais comme chaque cas  est différent (exigences, budget...), je me permet d'ouvrir un nouveau sujet. Je cherche à m'équiper d'une visseuse sans fil pour effectuer les différents travaux d'aménagement de notre future maison... Je m'en servirai ""intensément"" pendant plusieurs mois (vissage/perçage placo, bois, peut-etre quelques perçage dans parpaing ...) puis pour du bricolage ponctuel par la suite. Devant la multitude de possibilité je ne sais que choisir même si mon buget permet de faire un bon tri déja . Je compte entre 150 et 200 grand max. Donc d'après vous: Pour ce type de travaux, 14.4 ou 18V? Batterie 1.5, 2 ou 3Ah pour un bon compromis poid/efficacité? Merci pour votre aide"	Gahardien a écrit: En cherchant un peu, j'ai vu qu'il fallait éviter les entrées de gamme BOSH, Black & Decker, Ryobi...j'ai trouvé sur le NET une promotion pour une HITACHI 14.4 avec deux batteries de 3 Ah pour 150 de mémoire. Pas d'accord pour Bosch. Même le Bosch vert (grand public) est de qualité très correct avec des prix corrects. Pour ma part c'est Bosch Pro (bleu) pour les outils que j'utilise intensément (visseuse, perfo) et Bosch vert pour les autres (disqueuse, scie circulaire, ...), jamais été déçu! @+ 1
OUI	Bonjour. Mes vacances au ski étant annulées, je vais pouvoir consacrer ma semaine de congés à mon chantier. Mais quand est-il des fournisseurs de matériaux ? J'ai bien compris que seuls les magasins de première nécessité seraient ouverts, mais pour ce qui est des fournisseurs de matériel pour l'industrie et le BTP, est-ce qu'ils vont fermer aussi ?, mettant au chômage tous les travailleurs ? Est-ce qu'ils sont considérés comme des commerces, ou pas ? BigMat, PointP, Richardson, Rexel, Prolians,... J'imagine que les GSB seront concernées par contre.	"Oui oui, c'est bien ce que je dis personne ne veut respecter le confinement parce que tout le monde à un ""mais moi je..."" à sortir donc personne ne va le respecter parce qu'un france on est toujours plus fort et plus intelligent que les autres, et quand on comptera les morts à la fin, les mêmes viendront critiquer le manque d'action des autres et surtout sans remettre en question ses propre choix ""To do is to be"" - Nietzsche ""To be is to do"" - Kant ""Do be do be do"" - Sinatra 8"
OUI	Bonjour a tous Je voulais avoir un avis pour une perceuse visseuse a 100 maximum, je n'ai pas besoin de percussion car j'ai un perforateur, donc vous pouvez me conseillez quoi, ca serais bien qu'elle est un mandrin de 13mm mais bon c'est optionnelle J'attend vos propositions.	Tiens voila le lien http://www.youtube.com/watch?v=2lQPYHXock8 2
OUI	Bonjour, Je possède une vieille ferme en pierre du pays qui a été rénovée (je n'ai pas effectué moi-même la rénovation). A premier étage, c'est toujours le vieux plancher mais en bon état. Tous les ans, dès que les beaux jours reviennent (fin mars, début avril), on sent une odeur de plantes dans certaines pièces. Honnêtement, ça ressemble un peu au cannabis... Inutile de préciser que non, on a pas de plantation Impossible de savoir si ça vient du toit ou du plancher. Dans ces pièces, on a pas accès au toit sans casser le plaffonnage. Au bout d'un mois ou deux, l'odeur disparait totalement jusqu'à l'année suivante. On dirait une floraison... Aucune trace d'humidité, au contraire, les pièces sont fort sèches. Les murs et le sol sont en parfait état. Avez-vous déjà rencontré ce problème ? Doit-on plutôt arracher le plancher ou les tuiles du toit pour trouver la cause ? Est-ce toxique ? On a des souris de temps en temps, mais ça ne pue pas la charogne, ça sent vraiment le végétal. Mais pas pourri. Merci d'avance pour vos conseils.	Bonjour à tous, je suis frappé du même mal que vous. j'habite en Belgique, à la campagne. ma maison est récente, elle a 11 ans. j'ai depuis des années une odeur ressemblant au joint qui apparaît systématiquement au printemps, dure 1 mois puis disparaît. ce qui était assez paradoxale, c'était le côté mobile de l'odeur, ça ne restait pas dans la même pièce et pouvait disparaître en 2 jours. un jour, j'ai entendu du bruit dans ma hotte. j'ai pu voir via la grille d'évacuation que c'était une musaraigne. en Belgique, on met un espace vide(coulisse) entre l'isolant et la brique de façade. j'ai des musaraignes qui se baladent dans la coulisse de ma maison. parfois, je les entends gratter dans les murs. une année, dans mon garage, j'en ai capturé 10 en 8 jours. cette année, la mauvaise odeur est arrivée plus tôt dans l'annexe que je construis. j'ai replacé le piège. BOUM! 4 en 2 jours. 7 au total sur 6 jours. j'ai trouvé la source de l'odeur. la musaraigne qui nidifie pue effroyablement, difficile d'imaginer une si petite bête remplir 125m de l'annexe d'air de puanteur. l'odeur est un peu différente mais c'est très concentré. depuis que j'ai eu ces 7 musaraignes, l'odeur a disparu dans la maison. toutes ont été déposée dans un bois à qq centaines de mètres de chez moi. en été je boucherai avec des morceaux de grillage toutes les aérations de la coulisse. c'est tout petit et ça se faufile. 2
OUI	Bonjour, Je viens de poser un évier mais il existe un espace d'environ 17 cm entre l'évier et le mur. A votre avis, que pourrais-je faire pour combler cet espace ? (afin d'éviter les projections d'eau par exemple) Merci d'avance pour votre aide et vos avis ! Jack7576	Bonjour. moi je mettrais un morceau de plan de travail ou bien un bout de planche melamine. En dessous un porte serviette sur glissière ou bien des casiers à bouteille. 1
OUI	"Bonjour tout le monde !! Tout est dans le titre. Je vais m'equiper et souhaiterais eviter les depenses inutiles. J'ai lu ci et la que les acquereurs de visseuse a choc avait mis au placard leur visseuse ""normale"" et ne jurais plus que par leur visseuse a choc... Qu'en pensez-vous ? La visseuse a choc remplace-t-elle completement la visseuse classique ou alors est-il toujours bien d'avoir une visseuse classique dans sa caisse a outils ?? Merci a vous par avance !!"	Talzatior le kit est bon (lxt211) apres faut voir l'utilité d'avoir 3 batteries... Blueskies la visseuse a choc est super precise avec le variateur de vitesse meme si elle n'est pas vraiment fait pour ça. @ + 1 1
OUI	"Bonjour combien de briques creuses 10 et de briques creuses 15 puis-je fabriquer avec 50 kg de ciment? Combien de briques pleines 10 et de briques pleines 15 puis-je fabriquer avec 50 kg de ciment? Combien d'ourdis français 10 et d'ourdis français 15 puis-je fabriquer avec 50 kg de ciment? Combien d'ourdis américains 10 et d'ourdis américains 15 puis-je fabriquer avec 50 kg de ciment? Combien de claustra ""boîte à lettre"" puis-je fabriquer avec 50 kg de ciment? Vraiment je compte sur vous car je n'y connais rien. Merci. Vinke31."	Se lancer dans le business du parpaing sans connaitre les bases, c'est aller droit dans le mur... 2 1
OUI	Bonjour, Je voudrais remplacer un vieux sol en terre cuite (trop abîmé). A certains endroits il y a de légères remontées d'humidité suivant le temps qu'il fait, les tomettes sont posées sur la terre battue avec un lit de chaux. Un maçon me conseille de recouvrir d'un polyane et de couler une chape. J'ai peur que l'humidité remonte dans les murs et que le doublage en placo moisisse. Le problème aussi est que je ne peux pas retirer les tomettes en périphérie de la pièce car elles soutiennent le placo. J'avais envisagé de couler une chape à la chaux et de reposer des terres cuites neuves par dessus ... Qu'en pensez-vous ? Quelle serait selon vous la meilleure solution?	Bonjour ce maçon est un âne !  J'avais envisagé de couler une chape à la chaux et de reposer des terres cuites neuves par dessus ... Qu'en pensez-vous ? c'est aussi ce que je ferais. 2
OUI	Bonjour, Je suis en train d'acquérir un bien qui nécessite une rénovation complète. Je compte effectuer par moi l' isolation + tirer les câbles électriques (avec vérification d'un ami électricien par la suite) + plomberie (vérification d'un plombier par la suite). Je me suis fait une liste des outils à acheter que vous pouvez retrouver ici : Perceuse / Visseuse Scie sabre scie sauteuse Meuleuse (sur secteur) Perforateur (sur secteur) Malaxeur Laser Aspirateur (sur secteur) scie crocodile Je pensais m'orienter vers la marque Makita qui me semble pas mal du tout. Qu'en pensez-vous ? Ai-je oublié quelque chose ? Je pensais également prendre le Malaxeur de chez Einhell. Il y va de soit que je compte également me procurer le matériel qui va avec (mèches, foret, douilles...). Cordialement	La meuleuse est un outil dangereux, utile mais dangereux Dix sept points de suture sur la main gauche, j ai eu de la chance. Les disques ont une date sur l anneau central. Ils se degradent avec le temps et deviennent cassants. J ai eu du bol une fois, un vieux disque dans une boite de rangement, il a eclaté, je n ai rien pris, la protection sur la machine a bien fait son taf, mais un eclat a traverser le placo..... Depuis je me mefie, et surtout il faut changer les disques frequemment. Un disque usé perd en diametre et chauffe donc considerablement plus Des cisailles pour le placo c est bien plus sur a utiliser Scie sauteuse sur batterie tres bien. Cet outil ne fait rien dans un atelier, il sert un peu en dernier recours sur chantier Effectivement, pour une coupe pas trop deguelasse, on coupe en dessous, ou au moins, on decoupe la piece a l envers et de preference on met un scotch resistant sur le trace de coupe pour limiter les eclats. Mais ca reste mediocre Un outil multitool pas cher, ca sert peu, mais ca peut sauver une situation compliquée ou l acces est delicat. Un premier prix ira tres bien, c est un usage tres occassionel, mais ca peut sauver d une galere Aspirateur, un engin qui a un filtre de decolmatage c est utile quand on va poncer par exemple. Le fait que cette machine ait une prise asservie est tres pratique. pour la menuiserie j ai une midi de Festool, tres bien, mais tres cher. J ai aussi un machin Leroy Merlin pour le reste, c est bruyant, les filtres sont peu efficaces, mais ca suffit pour nettoyer un chantier Sinon, tu vas acheter pas mal de matos et te lancer dans un gros chantier. ATTENTION a la securite. On peut se blesser salement tres vite. Des chaussures costaud, a semelle tres epaisses et qui tiennent bien la cheville sont indispensables. Les gants sont utiles des que l on manipule des fourrures de placo je pense. Les lunettes de protection indispensables quand on meule, probleme, elles se salissent tres vite et du coup, on ne les met pas. Mais ca reste vraiment necessaire Attention en particulier aux escabeaux ou beaucoup utilisent un machin domestique en alu. Pas une bonne idee. J utilise un escabeau en acier, avec des marches larges. Ca pese un ane, mais les ecabeaux domestiques sont souvent tres limités en poids acceptable, genre 120 kilo, voir moins pour certains. Donc attention a ce point 3
OUI	Bonjour, Je dois couper des tiges filetées pour notre faux plafond. Le problème cest que je dois en faire A peu près 700. Jai testé à la disqueuse mais ça prend beaucoup de temps car il faut faire pas mal de manipulations notamment pour ébarber. Avez-vous des techniques ou des outils pour cela ? Merci	Bonsoir les coupeurs de tiges, Ici j'ai fait des fagots d'une vingtaine de tiges solidement fixés avec du scotch renforcé. On trace et en un coup de disqueuse (1 minute) on a deja 20 longueurs... Un rapide coup de disqueuse a 45 degrés (tige qu'on fait rouler a plat de la main gauche, en appuyant doucement a 45° la disqueuse de la main droite. Hyper rapide. Ca c'était avant. Après j'ai acheté le coupe rail et fourrures edma dont quelqu'un parle plus haut, avec le coupe tige fileté intégré. Avec la butée ca prend 5 secondes par longueur c'est franchement top et sans bavure. Ca c'était avant d'avoir fini. Maintenant que j'ai fini, la prochaine fois je prendrais des suspentes sequables pour ne pas me faire c... Suer 3 1
